[runlim] version:		1.10
[runlim] sample:		579.9 time, 580.7 real, 1591.8 MB
[runlim] sample:		589.9 time, 590.7 real, 1621.4 MB
[runlim] sample:		599.9 time, 600.7 real, 1651.0 MB
[runlim] sample:		609.9 time, 610.7 real, 1680.4 MB
[runlim] sample:		619.9 time, 620.7 real, 1709.5 MB
[runlim] sample:		629.9 time, 630.7 real, 1736.6 MB
[runlim] sample:		639.9 time, 640.7 real, 1764.9 MB
[runlim] sample:		649.9 time, 650.7 real, 1794.0 MB
[runlim] sample:		659.9 time, 660.7 real, 1822.9 MB
[runlim] sample:		669.9 time, 670.7 real, 1851.5 MB
[runlim] sample:		679.9 time, 680.7 real, 1879.9 MB
[runlim] sample:		689.9 time, 690.7 real, 1908.2 MB
[runlim] sample:		699.9 time, 700.7 real, 1935.6 MB
[runlim] sample:		709.9 time, 710.7 real, 1963.0 MB
[runlim] sample:		719.9 time, 720.7 real, 1990.2 MB
[runlim] sample:		729.9 time, 730.7 real, 2018.1 MB
[runlim] sample:		739.9 time, 740.7 real, 2045.5 MB
[runlim] end:			Thu Oct 29 13:21:43 2020
[runlim] status:		out of memory
[runlim] result:		3
[runlim] children:		7410
[runlim] real:			741.71 seconds
[runlim] time:			740.89 seconds
[runlim] space:			2048.1 MB
[runlim] samples:		7410
