[runlim] version:		1.10
[runlim] sample:		34.1 time, 480.9 real, 191.0 MB
[runlim] sample:		44.1 time, 490.9 real, 198.8 MB
[runlim] sample:		54.1 time, 500.9 real, 203.7 MB
[runlim] sample:		64.1 time, 510.9 real, 208.8 MB
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --property testfun.assertion.4 /tmp/steuber/experiment/tmpr0zfful0.c
[runlim] sample:		8.0 time, 520.9 real, 142.2 MB
[runlim] sample:		18.0 time, 530.9 real, 161.2 MB
[runlim] sample:		28.0 time, 540.9 real, 171.3 MB
[runlim] sample:		38.0 time, 550.9 real, 181.1 MB
[runlim] sample:		48.0 time, 560.9 real, 185.7 MB
[runlim] sample:		58.0 time, 570.9 real, 192.7 MB
[runlim] sample:		68.0 time, 580.9 real, 204.3 MB
[runlim] sample:		12.2 time, 590.9 real, 163.9 MB
[runlim] sample:		22.2 time, 600.9 real, 179.1 MB
[runlim] sample:		32.2 time, 610.9 real, 188.6 MB
[runlim] sample:		42.2 time, 620.9 real, 195.6 MB
[runlim] sample:		52.2 time, 630.9 real, 203.1 MB
[runlim] sample:		62.2 time, 640.9 real, 208.0 MB
[runlim] end:			Thu Oct 29 11:20:53 2020
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		6436
[runlim] real:			649.31 seconds
[runlim] time:			69.62 seconds
[runlim] space:			251.3 MB
[runlim] samples:		6483
