[runlim] version:		1.10
[runlim] sample:		31.7 time, 480.7 real, 191.4 MB
[runlim] sample:		41.7 time, 490.7 real, 199.1 MB
[runlim] sample:		51.7 time, 500.7 real, 203.9 MB
[runlim] sample:		2.8 time, 510.7 real, 92.4 MB
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --property testfun.assertion.4 /tmp/steuber/experiment/tmp_ogr2vuo.c
[runlim] sample:		12.8 time, 520.7 real, 152.5 MB
[runlim] sample:		22.8 time, 530.7 real, 166.7 MB
[runlim] sample:		32.8 time, 540.7 real, 176.2 MB
[runlim] sample:		42.8 time, 550.7 real, 185.7 MB
[runlim] sample:		52.7 time, 560.7 real, 190.6 MB
[runlim] sample:		62.7 time, 570.7 real, 195.8 MB
[runlim] sample:		6.9 time, 580.7 real, 154.6 MB
[runlim] sample:		16.9 time, 590.7 real, 173.7 MB
[runlim] sample:		26.9 time, 600.7 real, 183.7 MB
[runlim] sample:		36.9 time, 610.7 real, 193.5 MB
[runlim] sample:		46.9 time, 620.7 real, 198.2 MB
[runlim] sample:		56.9 time, 630.7 real, 203.1 MB
[runlim] sample:		66.9 time, 640.7 real, 212.9 MB
[runlim] end:			Thu Oct 29 11:10:00 2020
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		6394
[runlim] real:			643.79 seconds
[runlim] time:			69.14 seconds
[runlim] space:			251.9 MB
[runlim] samples:		6431
