[runlim] version:		1.10
[runlim] sample:		37.0 time, 480.6 real, 181.8 MB
[runlim] sample:		47.0 time, 490.6 real, 186.5 MB
[runlim] sample:		57.0 time, 500.6 real, 192.9 MB
[runlim] sample:		67.0 time, 510.6 real, 204.9 MB
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --property testfun.assertion.4 /tmp/steuber/experiment/tmp09lju977.c
[runlim] sample:		11.1 time, 520.6 real, 138.8 MB
[runlim] sample:		21.1 time, 530.6 real, 154.0 MB
[runlim] sample:		31.1 time, 540.6 real, 163.5 MB
[runlim] sample:		41.1 time, 550.6 real, 168.7 MB
[runlim] sample:		51.1 time, 560.6 real, 178.0 MB
[runlim] sample:		61.1 time, 570.6 real, 182.9 MB
[runlim] sample:		4.6 time, 580.6 real, 132.6 MB
[runlim] sample:		14.6 time, 590.6 real, 156.5 MB
[runlim] sample:		24.5 time, 600.6 real, 169.4 MB
[runlim] sample:		34.5 time, 610.6 real, 176.6 MB
[runlim] sample:		44.5 time, 620.6 real, 185.9 MB
[runlim] sample:		54.5 time, 630.6 real, 190.8 MB
[runlim] sample:		64.5 time, 640.6 real, 195.9 MB
[runlim] end:			Thu Oct 29 11:31:41 2020
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		6412
[runlim] real:			646.12 seconds
[runlim] time:			69.52 seconds
[runlim] space:			238.4 MB
[runlim] samples:		6455
