[runlim] version:		1.10
[runlim] sample:		589.5 time, 590.5 real, 1150.4 MB
[runlim] sample:		599.5 time, 600.5 real, 1164.9 MB
[runlim] sample:		609.5 time, 610.5 real, 1179.0 MB
[runlim] sample:		619.5 time, 620.5 real, 1193.8 MB
[runlim] sample:		629.5 time, 630.5 real, 1208.0 MB
[runlim] sample:		639.5 time, 640.5 real, 1222.2 MB
[runlim] sample:		649.5 time, 650.5 real, 1236.7 MB
[runlim] sample:		659.5 time, 660.5 real, 1250.8 MB
[runlim] sample:		669.5 time, 670.5 real, 1265.0 MB
[runlim] sample:		679.5 time, 680.5 real, 1279.2 MB
[runlim] sample:		689.5 time, 690.5 real, 1293.4 MB
[runlim] sample:		699.5 time, 700.5 real, 1307.6 MB
[runlim] sample:		709.5 time, 710.5 real, 1321.6 MB
[runlim] sample:		719.5 time, 720.5 real, 1335.8 MB
[runlim] sample:		729.5 time, 730.5 real, 1349.7 MB
[runlim] sample:		739.5 time, 740.5 real, 1363.9 MB
[runlim] sample:		749.5 time, 750.5 real, 1377.8 MB
[runlim] sample:		759.5 time, 760.5 real, 1392.0 MB
[runlim] sample:		769.5 time, 770.5 real, 1406.0 MB
[runlim] sample:		779.5 time, 780.5 real, 1419.9 MB
[runlim] sample:		789.5 time, 790.5 real, 1433.8 MB
[runlim] sample:		799.5 time, 800.5 real, 1447.6 MB
[runlim] sample:		809.5 time, 810.5 real, 1461.8 MB
[runlim] sample:		819.5 time, 820.5 real, 1475.4 MB
[runlim] sample:		829.5 time, 830.5 real, 1489.4 MB
[runlim] sample:		839.5 time, 840.5 real, 1503.1 MB
[runlim] sample:		849.5 time, 850.5 real, 1517.0 MB
[runlim] sample:		859.5 time, 860.5 real, 1530.6 MB
[runlim] sample:		869.5 time, 870.5 real, 1544.6 MB
[runlim] sample:		879.5 time, 880.5 real, 1558.5 MB
[runlim] sample:		889.5 time, 890.5 real, 1572.2 MB
[runlim] end:			Thu Oct 29 17:13:27 2020
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		8991
[runlim] real:			900.07 seconds
[runlim] time:			899.03 seconds
[runlim] space:			1585.1 MB
[runlim] samples:		8995
