[runlim] version:		1.10
[runlim] sample:		1109.8 time, 1110.8 real, 3695.2 MB
[runlim] sample:		1119.8 time, 1120.8 real, 3695.2 MB
[runlim] sample:		1129.8 time, 1130.8 real, 3695.2 MB
[runlim] sample:		1139.8 time, 1140.8 real, 3695.2 MB
[runlim] sample:		1149.8 time, 1150.8 real, 3695.2 MB
[runlim] sample:		1159.8 time, 1160.8 real, 3695.2 MB
[runlim] sample:		1169.8 time, 1170.8 real, 3695.2 MB
[runlim] sample:		1179.8 time, 1180.8 real, 3695.2 MB
[runlim] sample:		1189.8 time, 1190.8 real, 3695.2 MB
[runlim] sample:		1199.8 time, 1200.8 real, 3695.2 MB
[runlim] sample:		1209.8 time, 1210.8 real, 3695.2 MB
[runlim] sample:		1219.8 time, 1220.8 real, 3695.2 MB
[runlim] sample:		1229.8 time, 1230.8 real, 3695.2 MB
[runlim] sample:		1239.8 time, 1240.8 real, 3695.2 MB
[runlim] sample:		1249.8 time, 1250.8 real, 3695.2 MB
[runlim] sample:		1259.8 time, 1260.8 real, 3695.2 MB
[runlim] sample:		1269.8 time, 1270.8 real, 3695.2 MB
[runlim] sample:		1279.8 time, 1280.8 real, 3695.2 MB
[runlim] sample:		1289.8 time, 1290.8 real, 3695.2 MB
[runlim] sample:		1299.8 time, 1300.8 real, 3695.2 MB
[runlim] sample:		1309.8 time, 1310.8 real, 3695.2 MB
[runlim] sample:		1319.8 time, 1320.8 real, 3695.2 MB
[runlim] sample:		1329.8 time, 1330.8 real, 3695.2 MB
[runlim] sample:		1339.8 time, 1340.8 real, 3695.2 MB
[runlim] sample:		1349.8 time, 1350.8 real, 3695.2 MB
[runlim] sample:		1359.8 time, 1360.8 real, 3695.2 MB
[runlim] sample:		1369.8 time, 1370.8 real, 3695.2 MB
[runlim] sample:		1379.8 time, 1380.8 real, 3695.2 MB
[runlim] sample:		1389.8 time, 1390.8 real, 3695.2 MB
[runlim] sample:		1399.8 time, 1400.8 real, 3695.2 MB
[runlim] sample:		1409.8 time, 1410.8 real, 3695.2 MB
[runlim] sample:		1419.8 time, 1420.8 real, 3695.2 MB
[runlim] sample:		1429.8 time, 1430.8 real, 3695.2 MB
[runlim] sample:		1439.8 time, 1440.8 real, 3695.2 MB
[runlim] sample:		1449.8 time, 1450.8 real, 3695.2 MB
[runlim] sample:		1459.8 time, 1460.8 real, 3695.2 MB
[runlim] sample:		1469.8 time, 1470.8 real, 3695.2 MB
[runlim] sample:		1479.8 time, 1480.8 real, 3695.2 MB
[runlim] sample:		1489.8 time, 1490.8 real, 3695.2 MB
[runlim] sample:		1499.8 time, 1500.8 real, 3695.2 MB
[runlim] sample:		1509.8 time, 1510.8 real, 3695.2 MB
[runlim] sample:		1519.8 time, 1520.8 real, 3695.2 MB
[runlim] sample:		1529.8 time, 1530.8 real, 3695.2 MB
[runlim] sample:		1539.8 time, 1540.8 real, 3695.2 MB
[runlim] sample:		1549.8 time, 1550.8 real, 3695.2 MB
[runlim] sample:		1559.8 time, 1560.8 real, 3695.2 MB
[runlim] sample:		1569.8 time, 1570.8 real, 3695.2 MB
[runlim] sample:		1579.8 time, 1580.8 real, 3695.2 MB
[runlim] sample:		1589.8 time, 1590.8 real, 3695.2 MB
[runlim] sample:		1599.8 time, 1600.8 real, 3701.6 MB
[runlim] sample:		1609.8 time, 1610.8 real, 3701.6 MB
[runlim] sample:		1619.8 time, 1620.8 real, 3701.6 MB
[runlim] sample:		1629.7 time, 1630.8 real, 3701.6 MB
[runlim] sample:		1639.7 time, 1640.8 real, 3702.4 MB
[runlim] sample:		1649.7 time, 1650.8 real, 3977.0 MB
[runlim] sample:		1659.7 time, 1660.8 real, 3977.8 MB
[runlim] sample:		1669.7 time, 1670.8 real, 3977.8 MB
[runlim] sample:		1679.7 time, 1680.8 real, 3977.8 MB
[runlim] sample:		1689.7 time, 1690.8 real, 3977.8 MB
[runlim] sample:		1699.7 time, 1700.8 real, 3699.4 MB
[runlim] sample:		1709.7 time, 1710.8 real, 3699.4 MB
[runlim] sample:		1719.7 time, 1720.8 real, 3699.4 MB
[runlim] sample:		1729.7 time, 1730.8 real, 3699.4 MB
[runlim] sample:		1739.7 time, 1740.8 real, 3699.4 MB
[runlim] sample:		1749.7 time, 1750.8 real, 3699.4 MB
[runlim] sample:		1759.7 time, 1760.8 real, 3699.4 MB
[runlim] sample:		1769.7 time, 1770.8 real, 3699.4 MB
[runlim] sample:		1779.7 time, 1780.8 real, 3699.4 MB
[runlim] sample:		1789.7 time, 1790.8 real, 3699.4 MB
[runlim] sample:		1799.7 time, 1800.8 real, 3699.4 MB
[runlim] sample:		1809.7 time, 1810.8 real, 3699.4 MB
[runlim] sample:		1819.7 time, 1820.8 real, 3699.4 MB
[runlim] sample:		1829.7 time, 1830.8 real, 3699.4 MB
[runlim] sample:		1839.7 time, 1840.8 real, 3699.4 MB
[runlim] sample:		1849.7 time, 1850.8 real, 3699.4 MB
[runlim] sample:		1859.7 time, 1860.8 real, 4485.7 MB
[runlim] sample:		1869.7 time, 1870.8 real, 4510.2 MB
[runlim] sample:		1879.7 time, 1880.8 real, 4534.7 MB
[runlim] sample:		1889.7 time, 1890.8 real, 4559.5 MB
[runlim] sample:		1899.7 time, 1900.8 real, 4573.9 MB
[runlim] sample:		1909.7 time, 1910.8 real, 4573.9 MB
[runlim] sample:		1919.7 time, 1920.8 real, 4573.9 MB
[runlim] sample:		1929.7 time, 1930.8 real, 4573.9 MB
[runlim] sample:		1939.7 time, 1940.8 real, 4573.9 MB
[runlim] sample:		1949.7 time, 1950.8 real, 4573.9 MB
[runlim] sample:		1959.7 time, 1960.8 real, 4573.9 MB
[runlim] sample:		1969.7 time, 1970.8 real, 4573.9 MB
[runlim] sample:		1979.7 time, 1980.8 real, 4573.9 MB
[runlim] sample:		1989.7 time, 1990.8 real, 4573.9 MB
[runlim] sample:		1999.7 time, 2000.8 real, 4573.9 MB
[runlim] sample:		2009.7 time, 2010.8 real, 4573.9 MB
[runlim] sample:		2019.7 time, 2020.8 real, 4573.9 MB
[runlim] sample:		2029.7 time, 2030.8 real, 4573.9 MB
[runlim] sample:		2039.7 time, 2040.8 real, 4573.9 MB
[runlim] sample:		2049.7 time, 2050.8 real, 4573.9 MB
[runlim] sample:		2059.7 time, 2060.8 real, 4573.9 MB
[runlim] sample:		2069.7 time, 2070.8 real, 4573.9 MB
[runlim] sample:		2079.7 time, 2080.8 real, 4573.9 MB
[runlim] sample:		2089.7 time, 2090.8 real, 4573.9 MB
[runlim] sample:		2099.7 time, 2100.8 real, 4573.9 MB
[runlim] sample:		2109.7 time, 2110.8 real, 4573.9 MB
[runlim] sample:		2119.7 time, 2120.8 real, 4573.9 MB
[runlim] sample:		2129.7 time, 2130.8 real, 4573.9 MB
[runlim] sample:		2139.7 time, 2140.8 real, 4573.9 MB
[runlim] sample:		2149.7 time, 2150.8 real, 4573.9 MB
[runlim] sample:		2159.7 time, 2160.8 real, 4573.9 MB
[runlim] sample:		2169.7 time, 2170.8 real, 4573.9 MB
[runlim] sample:		2179.7 time, 2180.8 real, 4573.9 MB
[runlim] sample:		2189.7 time, 2190.8 real, 4573.9 MB
[runlim] sample:		2199.7 time, 2200.8 real, 4573.9 MB
[runlim] sample:		2209.7 time, 2210.8 real, 4573.9 MB
[runlim] sample:		2219.7 time, 2220.8 real, 4573.9 MB
[runlim] sample:		2229.7 time, 2230.8 real, 4573.9 MB
[runlim] sample:		2239.7 time, 2240.8 real, 4573.9 MB
[runlim] sample:		2249.7 time, 2250.8 real, 4573.9 MB
[runlim] sample:		2259.7 time, 2260.8 real, 4573.9 MB
[runlim] sample:		2269.7 time, 2270.8 real, 4573.9 MB
[runlim] sample:		2279.7 time, 2280.8 real, 4573.9 MB
[runlim] sample:		2289.7 time, 2290.8 real, 4573.9 MB
[runlim] sample:		2299.7 time, 2300.8 real, 4573.9 MB
[runlim] sample:		2309.7 time, 2310.8 real, 4573.9 MB
[runlim] sample:		2319.7 time, 2320.8 real, 4573.9 MB
[runlim] sample:		2329.7 time, 2330.8 real, 4573.9 MB
[runlim] sample:		2339.7 time, 2340.8 real, 4573.9 MB
[runlim] sample:		2349.7 time, 2350.8 real, 4573.9 MB
[runlim] sample:		2359.7 time, 2360.8 real, 4573.9 MB
[runlim] sample:		2369.7 time, 2370.8 real, 4573.9 MB
[runlim] sample:		2379.7 time, 2380.8 real, 4573.9 MB
[runlim] sample:		2389.7 time, 2390.8 real, 4573.9 MB
[runlim] end:			Wed Dec  2 19:10:49 2020
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		0
[runlim] real:			2400.18 seconds
[runlim] time:			2398.96 seconds
[runlim] space:			4573.9 MB
[runlim] samples:		23993
