[runlim] version:		1.10
[runlim] sample:		579.6 time, 580.6 real, 1566.1 MB
[runlim] sample:		589.6 time, 590.6 real, 1595.3 MB
[runlim] sample:		599.6 time, 600.6 real, 1624.4 MB
[runlim] sample:		609.6 time, 610.6 real, 1653.4 MB
[runlim] sample:		619.6 time, 620.6 real, 1682.2 MB
[runlim] sample:		629.6 time, 630.6 real, 1710.5 MB
[runlim] sample:		639.6 time, 640.6 real, 1739.1 MB
[runlim] sample:		649.6 time, 650.6 real, 1767.4 MB
[runlim] sample:		659.6 time, 660.6 real, 1795.7 MB
[runlim] sample:		669.6 time, 670.6 real, 1824.0 MB
[runlim] sample:		679.6 time, 680.6 real, 1852.0 MB
[runlim] sample:		689.6 time, 690.6 real, 1878.6 MB
[runlim] sample:		699.6 time, 700.6 real, 1906.2 MB
[runlim] sample:		709.6 time, 710.6 real, 1933.5 MB
[runlim] sample:		719.6 time, 720.6 real, 1960.3 MB
[runlim] sample:		729.6 time, 730.6 real, 1987.7 MB
[runlim] sample:		739.6 time, 740.6 real, 2015.0 MB
[runlim] sample:		749.6 time, 750.6 real, 2042.1 MB
[runlim] end:			Thu Oct 29 14:57:39 2020
[runlim] status:		out of memory
[runlim] result:		3
[runlim] children:		7521
[runlim] real:			753.16 seconds
[runlim] time:			752.08 seconds
[runlim] space:			2048.0 MB
[runlim] samples:		7525
