[runlim] version:		1.10
[runlim] sample:		589.6 time, 590.7 real, 1152.5 MB
[runlim] sample:		599.6 time, 600.7 real, 1166.9 MB
[runlim] sample:		609.6 time, 610.7 real, 1181.1 MB
[runlim] sample:		619.6 time, 620.7 real, 1195.9 MB
[runlim] sample:		629.6 time, 630.7 real, 1210.1 MB
[runlim] sample:		639.6 time, 640.7 real, 1224.5 MB
[runlim] sample:		649.6 time, 650.7 real, 1238.7 MB
[runlim] sample:		659.6 time, 660.7 real, 1253.2 MB
[runlim] sample:		669.6 time, 670.7 real, 1267.3 MB
[runlim] sample:		679.6 time, 680.7 real, 1281.5 MB
[runlim] sample:		689.6 time, 690.7 real, 1295.7 MB
[runlim] sample:		699.6 time, 700.7 real, 1310.2 MB
[runlim] sample:		709.5 time, 710.7 real, 1323.6 MB
[runlim] sample:		719.6 time, 720.7 real, 1338.0 MB
[runlim] sample:		729.5 time, 730.7 real, 1352.0 MB
[runlim] sample:		739.6 time, 740.7 real, 1366.2 MB
[runlim] sample:		749.5 time, 750.7 real, 1380.4 MB
[runlim] sample:		759.6 time, 760.7 real, 1394.6 MB
[runlim] sample:		769.5 time, 770.7 real, 1408.5 MB
[runlim] sample:		779.6 time, 780.7 real, 1422.5 MB
[runlim] sample:		789.5 time, 790.7 real, 1436.4 MB
[runlim] sample:		799.6 time, 800.7 real, 1450.4 MB
[runlim] sample:		809.6 time, 810.7 real, 1464.3 MB
[runlim] sample:		819.5 time, 820.7 real, 1478.2 MB
[runlim] sample:		829.6 time, 830.7 real, 1492.2 MB
[runlim] sample:		839.6 time, 840.7 real, 1506.1 MB
[runlim] sample:		849.5 time, 850.7 real, 1519.8 MB
[runlim] sample:		859.5 time, 860.7 real, 1533.7 MB
[runlim] sample:		869.5 time, 870.7 real, 1547.4 MB
[runlim] sample:		879.5 time, 880.7 real, 1561.1 MB
[runlim] sample:		889.5 time, 890.7 real, 1574.8 MB
[runlim] end:			Thu Oct 29 17:58:30 2020
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		8989
[runlim] real:			900.05 seconds
[runlim] time:			898.85 seconds
[runlim] space:			1587.7 MB
[runlim] samples:		8993
