[runlim] version:		1.10
[runlim] sample:		27.8 time, 480.4 real, 185.5 MB
[runlim] sample:		37.8 time, 490.4 real, 194.5 MB
[runlim] sample:		47.8 time, 500.4 real, 202.7 MB
[runlim] sample:		57.8 time, 510.4 real, 208.9 MB
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --property testfun.assertion.4 /tmp/steuber/experiment/tmp3rbzn8w1.c
[runlim] sample:		6.3 time, 520.4 real, 139.5 MB
[runlim] sample:		16.3 time, 530.4 real, 160.1 MB
[runlim] sample:		26.3 time, 540.4 real, 171.7 MB
[runlim] sample:		36.3 time, 550.4 real, 181.5 MB
[runlim] sample:		46.3 time, 560.4 real, 186.1 MB
[runlim] sample:		56.3 time, 570.4 real, 195.6 MB
[runlim] sample:		6.0 time, 580.4 real, 149.7 MB
[runlim] sample:		16.0 time, 590.4 real, 170.3 MB
[runlim] sample:		26.0 time, 600.4 real, 184.2 MB
[runlim] sample:		36.0 time, 610.4 real, 193.9 MB
[runlim] sample:		46.0 time, 620.4 real, 198.6 MB
[runlim] sample:		56.0 time, 630.4 real, 207.5 MB
[runlim] end:			Thu Oct 29 11:53:04 2020
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		6344
[runlim] real:			638.96 seconds
[runlim] time:			68.25 seconds
[runlim] space:			251.7 MB
[runlim] samples:		6385
