[runlim] version:		1.10
[runlim] sample:		589.6 time, 590.6 real, 1148.5 MB
[runlim] sample:		599.6 time, 600.6 real, 1162.9 MB
[runlim] sample:		609.6 time, 610.6 real, 1177.1 MB
[runlim] sample:		619.6 time, 620.6 real, 1191.9 MB
[runlim] sample:		629.6 time, 630.6 real, 1206.1 MB
[runlim] sample:		639.6 time, 640.6 real, 1220.5 MB
[runlim] sample:		649.6 time, 650.6 real, 1234.7 MB
[runlim] sample:		659.6 time, 660.6 real, 1248.9 MB
[runlim] sample:		669.6 time, 670.6 real, 1263.1 MB
[runlim] sample:		679.6 time, 680.6 real, 1277.3 MB
[runlim] sample:		689.6 time, 690.6 real, 1291.5 MB
[runlim] sample:		699.6 time, 700.6 real, 1305.6 MB
[runlim] sample:		709.6 time, 710.6 real, 1319.3 MB
[runlim] sample:		719.6 time, 720.6 real, 1333.5 MB
[runlim] sample:		729.6 time, 730.6 real, 1347.7 MB
[runlim] sample:		739.6 time, 740.6 real, 1361.9 MB
[runlim] sample:		749.6 time, 750.6 real, 1375.8 MB
[runlim] sample:		759.6 time, 760.6 real, 1389.8 MB
[runlim] sample:		769.6 time, 770.6 real, 1403.7 MB
[runlim] sample:		779.6 time, 780.6 real, 1417.7 MB
[runlim] sample:		789.6 time, 790.6 real, 1431.6 MB
[runlim] sample:		799.6 time, 800.6 real, 1445.6 MB
[runlim] sample:		809.6 time, 810.6 real, 1459.5 MB
[runlim] sample:		819.6 time, 820.6 real, 1473.4 MB
[runlim] sample:		829.6 time, 830.6 real, 1487.1 MB
[runlim] sample:		839.6 time, 840.6 real, 1501.1 MB
[runlim] sample:		849.6 time, 850.6 real, 1515.0 MB
[runlim] sample:		859.6 time, 860.6 real, 1528.9 MB
[runlim] sample:		869.6 time, 870.6 real, 1542.6 MB
[runlim] sample:		879.6 time, 880.6 real, 1556.3 MB
[runlim] sample:		889.6 time, 890.6 real, 1570.2 MB
[runlim] end:			Thu Oct 29 18:58:34 2020
[runlim] status:		out of time
[runlim] result:		2
[runlim] children:		8990
[runlim] real:			900.03 seconds
[runlim] time:			898.98 seconds
[runlim] space:			1583.2 MB
[runlim] samples:		8994
